"Gene","Base Mean","log2FC","LFC SE","p-value","FDR","Significant?","Ensembl ID","Symbol","MAP locus","Gene type","Gene description"
"SCARF2",97.165,1.136,0.475,"4.16e-04","1.43e-02","Yes","ENSG00000244486","SCARF2","22q11.21","protein-coding","scavenger receptor class F member 2"
"LOC105370670",61.324,1.135,0.485,"4.47e-04","1.48e-02","Yes","ENSG00000230805","LOC105370670","14q32.31","ncRNA","uncharacterized LOC105370670"
"ENSG00000290673",29.124,1.134,0.45,"3.50e-04","1.29e-02","Yes","ENSG00000290673",NA,NA,NA,NA
"ENSG00000308282",30.868,1.134,0.535,"5.37e-04","1.64e-02","Yes","ENSG00000308282",NA,NA,NA,NA
"B4GALNT3",817.666,1.133,0.421,"2.59e-04","1.07e-02","Yes","ENSG00000139044","B4GALNT3","12p13.33","protein-coding","beta-1,4-N-acetyl-galactosaminyltransferase 3"
"CHGA",1382.459,1.129,0.345,"6.02e-05","4.02e-03","Yes","ENSG00000100604","CHGA","14q32.12","protein-coding","chromogranin A"
"RPS6KA4",324.769,1.129,0.468,"4.27e-04","1.45e-02","Yes","ENSG00000162302","RPS6KA4","11q13.1","protein-coding","ribosomal protein S6 kinase A4"
"ENSG00000249526",59.196,1.129,0.475,"4.50e-04","1.48e-02","Yes","ENSG00000249526",NA,NA,NA,NA
"SHCBP1",51.267,1.128,0.507,"5.29e-04","1.62e-02","Yes","ENSG00000171241","SHCBP1","16q11.2","protein-coding","SHC binding and spindle associated 1"
"SLC2A11",1241.709,1.126,0.388,"1.71e-04","8.24e-03","Yes","ENSG00000133460","SLC2A11","22q11.23","protein-coding","solute carrier family 2 member 11"
"MIRLET7BHG",502.073,1.126,0.443,"3.58e-04","1.31e-02","Yes","ENSG00000197182",NA,NA,NA,NA
"LOC284933",188.506,1.125,0.416,"2.64e-04","1.08e-02","Yes","ENSG00000281732","LOC284933","22q13.32","ncRNA","uncharacterized LOC284933"
"ENSG00000297561",82.457,1.125,0.426,"3.00e-04","1.16e-02","Yes","ENSG00000297561",NA,NA,NA,NA
"ENSG00000279619",262.886,1.125,0.508,"5.45e-04","1.66e-02","Yes","ENSG00000279619",NA,NA,NA,NA
"SNORA47",498.153,1.123,0.508,"5.59e-04","1.69e-02","Yes","ENSG00000238961","SNORA47","5q13.3","snoRNA","small nucleolar RNA, H/ACA box 47"
"CHTF18",266.991,1.123,0.529,"5.85e-04","1.74e-02","Yes","ENSG00000127586","CHTF18","16p13.3","protein-coding","chromosome transmission fidelity factor 18"
"NLRP1",39.235,1.122,0.433,"3.39e-04","1.26e-02","Yes","ENSG00000091592","NLRP1","17p13.2","protein-coding","NLR family pyrin domain containing 1"
"MYBPH",92.38,1.12,0.407,"2.47e-04","1.04e-02","Yes","ENSG00000133055","MYBPH","1q32.1","protein-coding","myosin binding protein H"
"IGSF9B",4611.534,1.118,0.4,"2.28e-04","9.90e-03","Yes","ENSG00000080854","IGSF9B","11q25","protein-coding","immunoglobulin superfamily member 9B"
"VWA5B2",1368.246,1.118,0.45,"4.16e-04","1.43e-02","Yes","ENSG00000145198","VWA5B2","3q27.1","protein-coding","von Willebrand factor A domain containing 5B2"
"PALD1",104.156,1.117,0.479,"5.15e-04","1.59e-02","Yes","ENSG00000107719","PALD1","10q22.1","protein-coding","phosphatase domain containing paladin 1"
"COL11A2",479.952,1.116,0.538,"6.33e-04","1.82e-02","Yes","ENSG00000204248","COL11A2","6p21.32","protein-coding","collagen type XI alpha 2 chain"
"SYCE1",84.15,1.115,0.468,"4.92e-04","1.56e-02","Yes","ENSG00000171772","SYCE1","10q26.3","protein-coding","synaptonemal complex central element protein 1"
"ENSG00000300688",25.143,1.115,0.506,"5.95e-04","1.76e-02","Yes","ENSG00000300688",NA,NA,NA,NA
"FCHO1",794.545,1.114,0.416,"3.00e-04","1.16e-02","Yes","ENSG00000130475","FCHO1","19p13.11","protein-coding","FCH and mu domain containing endocytic adaptor 1"
"REXO1",537.823,1.111,0.439,"4.07e-04","1.42e-02","Yes","ENSG00000079313","REXO1","19p13.3","protein-coding","RNA exonuclease 1 homolog"
"PKD1P4",137.234,1.111,0.487,"5.73e-04","1.72e-02","Yes","ENSG00000205746","PKD1P4","16p12.3","pseudo","polycystin 1, transient receptor potential channel interacting pseudogene 4"
"ENSG00000300263",84.015,1.111,0.58,"6.55e-04","1.85e-02","Yes","ENSG00000300263",NA,NA,NA,NA
"SNORD9",611.454,1.11,0.533,"6.61e-04","1.85e-02","Yes","ENSG00000199436","SNORD9","14q11.2","snoRNA","small nucleolar RNA, C/D box 9"
"ECE1-AS1",44.195,1.107,0.437,"4.13e-04","1.43e-02","Yes","ENSG00000231105","ECE1-AS1","1p36.12","ncRNA","ECE1 antisense RNA 1"
"ENSG00000300268",27.875,1.107,0.493,"6.12e-04","1.78e-02","Yes","ENSG00000300268",NA,NA,NA,NA
"C5AR2",53.421,1.106,0.424,"3.59e-04","1.31e-02","Yes","ENSG00000134830","C5AR2","19q13.32","protein-coding","complement C5a receptor 2"
"FPGS",243.563,1.105,0.43,"3.91e-04","1.38e-02","Yes","ENSG00000136877","FPGS","9q34.11","protein-coding","folylpolyglutamate synthase"
"FSTL3",106.176,1.105,0.47,"5.52e-04","1.67e-02","Yes","ENSG00000070404","FSTL3","19p13.3","protein-coding","follistatin like 3"
"KIRREL2",60.399,1.105,0.504,"6.48e-04","1.85e-02","Yes","ENSG00000126259","KIRREL2","19q13.12","protein-coding","kirre like nephrin family adhesion molecule 2"
"AMH",47.348,1.104,0.599,"6.67e-04","1.87e-02","Yes","ENSG00000104899","AMH","19p13.3","protein-coding","anti-Mullerian hormone"
"TMPRSS5",77.981,1.103,0.38,"1.93e-04","8.91e-03","Yes","ENSG00000166682","TMPRSS5","11q23.2","protein-coding","transmembrane serine protease 5"
"MAPK12",512.982,1.103,0.479,"5.90e-04","1.75e-02","Yes","ENSG00000188130","MAPK12","22q13.33","protein-coding","mitogen-activated protein kinase 12"
"HIP1R",754.152,1.102,0.436,"4.31e-04","1.45e-02","Yes","ENSG00000130787","HIP1R","12q24.31","protein-coding","huntingtin interacting protein 1 related"
"SCARNA6",1382.951,1.102,0.458,"5.22e-04","1.60e-02","Yes","ENSG00000251791","SCARNA6","2q37.1","ncRNA","small Cajal body-specific RNA 6"
"LSR",80.739,1.102,0.458,"5.24e-04","1.61e-02","Yes","ENSG00000105699","LSR","19q13.12","protein-coding","lipolysis stimulated lipoprotein receptor"
"MXRA8",344.379,1.101,0.534,"7.18e-04","1.95e-02","Yes","ENSG00000162576","MXRA8","1p36.33","protein-coding","matrix remodeling associated 8"
"ENSG00000299199",75.784,1.101,0.553,"7.23e-04","1.95e-02","Yes","ENSG00000299199",NA,NA,NA,NA
"C1orf159",242.15,1.1,0.421,"3.72e-04","1.33e-02","Yes","ENSG00000131591","C1orf159","1p36.33","protein-coding","chromosome 1 open reading frame 159"
"CPNE7",616.062,1.1,0.505,"6.76e-04","1.88e-02","Yes","ENSG00000178773","CPNE7","16q24.3","protein-coding","copine 7"
"MALAT1",24.415,1.1,0.575,"7.20e-04","1.95e-02","Yes","ENSG00000251562","MALAT1","11q13.1","ncRNA","metastasis associated lung adenocarcinoma transcript 1"
"LOC105371485",192.111,1.099,0.401,"2.86e-04","1.14e-02","Yes","ENSG00000228133","LOC105371485","17p13.3","ncRNA","uncharacterized LOC105371485"
"BTNL9",273.973,1.097,0.517,"7.23e-04","1.95e-02","Yes","ENSG00000165810","BTNL9","5q35.3","protein-coding","butyrophilin like 9"
"SNORD94",770.343,1.097,0.525,"7.32e-04","1.96e-02","Yes","ENSG00000208772","SNORD94","2p11.2","snoRNA","small nucleolar RNA, C/D box 94"
"COL5A1",254.98,1.092,0.487,"6.82e-04","1.89e-02","Yes","ENSG00000130635","COL5A1","9q34.3","protein-coding","collagen type V alpha 1 chain"
"DOK7",104.048,1.092,0.581,"7.57e-04","2.00e-02","Yes","ENSG00000175920","DOK7","4p16.3","protein-coding","docking protein 7"
"AEN",100.226,1.091,0.413,"3.73e-04","1.33e-02","Yes","ENSG00000181026","AEN","15q26.1","protein-coding","apoptosis enhancing nuclease"
"ENSG00000303893",38.914,1.091,0.5,"7.23e-04","1.95e-02","Yes","ENSG00000303893",NA,NA,NA,NA
"ZWINT",35.147,1.089,0.489,"7.11e-04","1.93e-02","Yes","ENSG00000122952","ZWINT","10q21.1","protein-coding","ZW10 interacting kinetochore protein"
"LOC101928855",76.138,1.088,0.372,"2.00e-04","9.05e-03","Yes","ENSG00000262833","LOC101928855","17q25.3","ncRNA","uncharacterized LOC101928855"
"DTX2",71.081,1.087,0.393,"2.94e-04","1.15e-02","Yes","ENSG00000091073","DTX2","7q11.23","protein-coding","deltex E3 ubiquitin ligase 2"
"MFSD10",249.631,1.087,0.505,"7.62e-04","2.00e-02","Yes","ENSG00000109736","MFSD10","4p16.3","protein-coding","major facilitator superfamily domain containing 10"
"TMPRSS9",103.819,1.086,0.445,"5.52e-04","1.67e-02","Yes","ENSG00000178297","TMPRSS9","19p13.3","protein-coding","transmembrane serine protease 9"
"ZDHHC8",522.114,1.086,0.497,"7.52e-04","1.99e-02","Yes","ENSG00000099904","ZDHHC8","22q11.21","protein-coding","zinc finger DHHC-type palmitoyltransferase 8"
"ENSG00000259570",44.22,1.085,0.469,"6.63e-04","1.86e-02","Yes","ENSG00000259570",NA,NA,NA,NA
"ENSG00000170409",36.778,1.085,0.522,"8.07e-04","2.08e-02","Yes","ENSG00000170409",NA,NA,NA,NA
"NPHP4",1255.296,1.084,0.419,"4.36e-04","1.46e-02","Yes","ENSG00000131697","NPHP4","1p36.31","protein-coding","nephrocystin 4"
"TUBGCP6",1669.318,1.084,0.44,"5.37e-04","1.64e-02","Yes","ENSG00000128159","TUBGCP6","22q13.33","protein-coding","tubulin gamma complex component 6"
"LOC101928416",165.442,1.084,0.457,"6.18e-04","1.80e-02","Yes","ENSG00000255916","LOC101928416","12q24.33","ncRNA","uncharacterized LOC101928416"
"ZGPAT",109.11,1.084,0.505,"7.86e-04","2.05e-02","Yes","ENSG00000197114","ZGPAT","20q13.33","protein-coding","zinc finger CCCH-type and G-patch domain containing"
"ATAD3B",484.778,1.083,0.433,"5.08e-04","1.58e-02","Yes","ENSG00000160072","ATAD3B","1p36.33","protein-coding","ATPase family AAA domain containing 3B"
"WNT1",118.285,1.083,0.446,"5.76e-04","1.72e-02","Yes","ENSG00000125084","WNT1","12q13.12","protein-coding","Wnt family member 1"
"ENSG00000229065",20.723,1.083,0.512,"8.08e-04","2.08e-02","Yes","ENSG00000229065",NA,NA,NA,NA
"ENSG00000286926",22.031,1.081,0.519,"8.35e-04","2.12e-02","Yes","ENSG00000286926",NA,NA,NA,NA
"SNORA7B",215.34,1.081,0.528,"8.41e-04","2.14e-02","Yes","ENSG00000207088","SNORA7B","3q21.3","snoRNA","small nucleolar RNA, H/ACA box 7B"
"ENSG00000309321",81.112,1.079,0.445,"5.98e-04","1.76e-02","Yes","ENSG00000309321",NA,NA,NA,NA
"ENSG00000266711",56.664,1.079,0.566,"8.57e-04","2.16e-02","Yes","ENSG00000266711",NA,NA,NA,NA
"LINC02908",62.629,1.077,0.462,"6.87e-04","1.90e-02","Yes","ENSG00000180539","LINC02908","9q34.3","ncRNA","long intergenic non-protein coding RNA 2908"
"SNORD17",5787.817,1.077,0.464,"6.96e-04","1.91e-02","Yes","ENSG00000212232","SNORD17","20p11.23","snoRNA","small nucleolar RNA, C/D box 17"
"BOP1",321.743,1.077,0.466,"7.01e-04","1.92e-02","Yes","ENSG00000261236","BOP1","8q24.3","protein-coding","BOP1 ribosomal biogenesis factor"
"XRCC3",39.737,1.077,0.494,"8.08e-04","2.08e-02","Yes","ENSG00000126215","XRCC3","14q32.33","protein-coding","X-ray repair cross complementing 3"
"ADAMTS7P1",82.278,1.077,0.547,"8.79e-04","2.21e-02","Yes","ENSG00000274376","ADAMTS7P1","15q25.2","pseudo","ADAMTS7 pseudogene 1"
"ENSG00000307034",18.973,1.077,0.543,"8.85e-04","2.21e-02","Yes","ENSG00000307034",NA,NA,NA,NA
"KMT2B",1265.442,1.076,0.425,"5.05e-04","1.57e-02","Yes","ENSG00000272333","KMT2B","19q13.12","protein-coding","lysine methyltransferase 2B"
"CARNS1",246.696,1.075,0.447,"6.27e-04","1.82e-02","Yes","ENSG00000172508","CARNS1","11q13.2","protein-coding","carnosine synthase 1"
"FRMD8",198.279,1.074,0.463,"7.08e-04","1.93e-02","Yes","ENSG00000126391","FRMD8","11q13.1","protein-coding","FERM domain containing 8"
"PXN",170.182,1.072,0.443,"6.28e-04","1.82e-02","Yes","ENSG00000089159","PXN","12q24.23","protein-coding","paxillin"
"COL16A1",391.604,1.072,0.453,"6.76e-04","1.88e-02","Yes","ENSG00000084636","COL16A1","1p35.2","protein-coding","collagen type XVI alpha 1 chain"
"RNU6-430P",15.991,1.072,0.584,"8.78e-04"," NA","No","ENSG00000252887","RNU6-430P","16q24.3","pseudo","RNA, U6 small nuclear 430, pseudogene"
"FSD1",593.768,1.071,0.479,"7.99e-04","2.07e-02","Yes","ENSG00000105255","FSD1","19p13.3","protein-coding","fibronectin type III and SPRY domain containing 1"
"CORO6",1775.802,1.068,0.409,"4.57e-04","1.49e-02","Yes","ENSG00000167549","CORO6","17q11.2","protein-coding","coronin 6"
"SBF1P1",271.524,1.067,0.442,"6.50e-04","1.85e-02","Yes","ENSG00000248522","SBF1P1","8q12.1","pseudo","SET binding factor 1 pseudogene 1"
"JAG2",377.371,1.066,0.491,"8.83e-04","2.21e-02","Yes","ENSG00000184916","JAG2","14q32.33","protein-coding","jagged canonical Notch ligand 2"
"RIPOR3",102.434,1.065,0.375,"2.81e-04","1.12e-02","Yes","ENSG00000042062","RIPOR3","20q13.13","protein-coding","RIPOR family member 3"
"TRAPPC6A",44.402,1.065,0.464,"7.83e-04","2.04e-02","Yes","ENSG00000007255","TRAPPC6A","19q13.32","protein-coding","trafficking protein particle complex subunit 6A"
"ENSG00000295497",34.346,1.065,0.498,"9.14e-04","2.26e-02","Yes","ENSG00000295497",NA,NA,NA,NA
"CROCC",780.391,1.063,0.461,"7.86e-04","2.05e-02","Yes","ENSG00000058453","CROCC","1p36.13","protein-coding","ciliary rootlet coiled-coil, rootletin"
"ENSG00000227364",29.158,1.063,0.582,"9.48e-04","2.31e-02","Yes","ENSG00000227364",NA,NA,NA,NA
"ALPL",48.986,1.063,0.507,"9.51e-04","2.31e-02","Yes","ENSG00000162551","ALPL","1p36.12","protein-coding","alkaline phosphatase, biomineralization associated"
"FAM76AP1",11.123,1.062,0.595,"9.19e-04"," NA","No","ENSG00000250983","FAM76AP1","3q22.1","pseudo","FAM76A pseudogene 1"
"SCARNA1",129.77,1.06,0.574,"9.82e-04","2.35e-02","Yes","ENSG00000252947","SCARNA1","1p35.3","ncRNA","small Cajal body-specific RNA 1"
"ENSG00000226390",167.667,1.06,0.534,"1.02e-03","2.41e-02","Yes","ENSG00000226390",NA,NA,NA,NA
"CLASRP",716.192,1.059,0.433,"6.60e-04","1.85e-02","Yes","ENSG00000104859","CLASRP","19q13.32","protein-coding","CLK4 associating serine/arginine rich protein"
"HES4",143.975,1.059,0.526,"1.02e-03","2.41e-02","Yes","ENSG00000188290","HES4","1p36.33","protein-coding","hes family bHLH transcription factor 4"
"MROH1",2060.864,1.058,0.41,"5.13e-04","1.59e-02","Yes","ENSG00000179832","MROH1","8q24.3","protein-coding","maestro heat like repeat family member 1"
"HAUS7",63.175,1.058,0.505,"9.91e-04","2.37e-02","Yes","ENSG00000213397","HAUS7","Xq28","protein-coding","HAUS augmin like complex subunit 7"
"ENSG00000298338",81.887,1.057,0.388,"3.81e-04","1.35e-02","Yes","ENSG00000298338",NA,NA,NA,NA
"MTHFR",518.382,1.057,0.406,"4.92e-04","1.56e-02","Yes","ENSG00000177000","MTHFR","1p36.22","protein-coding","methylenetetrahydrofolate reductase"
"POLE",1166.208,1.057,0.441,"7.15e-04","1.94e-02","Yes","ENSG00000177084","POLE","12q24.33","protein-coding","DNA polymerase epsilon, catalytic subunit"
"HK3",97.889,1.056,0.392,"4.10e-04","1.43e-02","Yes","ENSG00000160883","HK3","5q35.2","protein-coding","hexokinase 3"
"CACNA1G",1633.559,1.056,0.473,"8.93e-04","2.23e-02","Yes","ENSG00000006283","CACNA1G","17q21.33","protein-coding","calcium voltage-gated channel subunit alpha1 G"
"ENSG00000288838",623.957,1.055,0.298,"3.59e-05","2.90e-03","Yes","ENSG00000288838",NA,NA,NA,NA
"KCNK6",77.753,1.055,0.406,"5.06e-04","1.57e-02","Yes","ENSG00000099337","KCNK6","19q13.2","protein-coding","potassium two pore domain channel subfamily K member 6"
"CARMIL3",563.058,1.055,0.45,"7.90e-04","2.05e-02","Yes","ENSG00000186648","CARMIL3","14q11.2","protein-coding","capping protein regulator and myosin 1 linker 3"
"MRPL41",349.59,1.055,0.533,"1.06e-03","2.45e-02","Yes","ENSG00000182154","MRPL41","9q34.3","protein-coding","mitochondrial ribosomal protein L41"
"MIR95",93.31,1.054,0.534,"1.07e-03","2.46e-02","Yes","ENSG00000207807","MIR95","4p16.1","ncRNA","microRNA 95"
"MYO9B",1160.343,1.053,0.306,"5.30e-05","3.77e-03","Yes","ENSG00000099331","MYO9B","19p13.11","protein-coding","myosin IXB"
"CORO7",51.42,1.051,0.432,"7.06e-04","1.93e-02","Yes","ENSG00000262246","CORO7","16p13.3","protein-coding","coronin 7"
"ADAMTSL4",225.904,1.051,0.469,"9.25e-04","2.27e-02","Yes","ENSG00000143382","ADAMTSL4","1q21.2","protein-coding","ADAMTS like 4"
"DENND2B",618.543,1.05,0.35,"2.02e-04","9.08e-03","Yes","ENSG00000166444","DENND2B","11p15.4","protein-coding","DENN domain containing 2B"
"TCTE1",101.563,1.05,0.391,"4.34e-04","1.46e-02","Yes","ENSG00000146221","TCTE1","6p21.1","protein-coding","t-complex-associated-testis-expressed 1"
"EXD3",454.588,1.05,0.449,"8.20e-04","2.09e-02","Yes","ENSG00000187609","EXD3","9q34.3","protein-coding","exonuclease 3'-5' domain containing 3"
"ZNF316",572.733,1.05,0.508,"1.08e-03","2.47e-02","Yes","ENSG00000205903","ZNF316","7p22.1","protein-coding","zinc finger protein 316"
"MIR3677HG",58.419,1.049,0.464,"9.14e-04","2.26e-02","Yes","ENSG00000260778","MIR3677HG","16p13.3","ncRNA","MIR3677 and MIR940 host gene"
"COL20A1",165.409,1.049,0.473,"9.59e-04","2.32e-02","Yes","ENSG00000101203","COL20A1","20q13.33","protein-coding","collagen type XX alpha 1 chain"
"ENSG00000309428",73.074,1.048,0.412,"5.86e-04","1.74e-02","Yes","ENSG00000309428",NA,NA,NA,NA
"TPO",34.923,1.048,0.497,"1.06e-03","2.45e-02","Yes","ENSG00000115705","TPO","2p25.3","protein-coding","thyroid peroxidase"
"SPATC1L",201.139,1.048,0.541,"1.12e-03","2.54e-02","Yes","ENSG00000160284","SPATC1L","21q22.3","protein-coding","spermatogenesis and centriole associated 1 like"
"GLYCTK",143.155,1.047,0.476,"9.91e-04","2.37e-02","Yes","ENSG00000168237","GLYCTK","3p21.2","protein-coding","glycerate kinase"
"KIFC2",1683.752,1.047,0.503,"1.09e-03","2.49e-02","Yes","ENSG00000167702","KIFC2","8q24.3","protein-coding","kinesin family member C2"
"SNORD59A",1031.431,1.046,0.54,"1.14e-03","2.56e-02","Yes","ENSG00000207031","SNORD59A","12q13.3","snoRNA","small nucleolar RNA, C/D box 59A"
"CRB2",83.72,1.045,0.47,"9.74e-04","2.35e-02","Yes","ENSG00000148204","CRB2","9q33.3","protein-coding","crumbs cell polarity complex component 2"
"TEP1",151.454,1.044,0.395,"4.97e-04","1.56e-02","Yes","ENSG00000129566","TEP1","14q11.2","protein-coding","telomerase associated protein 1"
"TEPSIN",96.62,1.044,0.422,"6.82e-04","1.89e-02","Yes","ENSG00000167302","TEPSIN","17q25.3","protein-coding","TEPSIN adaptor related protein complex 4 accessory protein"
"CPNE9",545.968,1.043,0.423,"7.01e-04","1.92e-02","Yes","ENSG00000144550","CPNE9","3p25.3","protein-coding","copine family member 9"
"LINC01310",124.013,1.042,0.468,"9.95e-04","2.37e-02","Yes","ENSG00000205632","LINC01310","22q13.32","ncRNA","long intergenic non-protein coding RNA 1310"
"ESRRA",134.429,1.041,0.541,"1.19e-03","2.62e-02","Yes","ENSG00000173153","ESRRA","11q13.1","protein-coding","estrogen related receptor alpha"
"FAM53B",442.26,1.039,0.397,"5.34e-04","1.63e-02","Yes","ENSG00000189319","FAM53B","10q26.13","protein-coding","family with sequence similarity 53 member B"
"TAF1C",596.864,1.039,0.429,"7.78e-04","2.03e-02","Yes","ENSG00000103168","TAF1C","16q24.1","protein-coding","TATA-box binding protein associated factor, RNA polymerase I subunit C"
"CAPN10",316.044,1.039,0.445,"8.83e-04","2.21e-02","Yes","ENSG00000142330","CAPN10","2q37.3","protein-coding","calpain 10"
"ENSG00000259863",65.24,1.039,0.514,"1.20e-03","2.63e-02","Yes","ENSG00000259863",NA,NA,NA,NA
"ENSG00000223849",26.783,1.037,0.515,"1.21e-03","2.66e-02","Yes","ENSG00000223849",NA,NA,NA,NA
"TNNT2",194.325,1.036,0.425,"7.69e-04","2.02e-02","Yes","ENSG00000118194","TNNT2","1q32.1","protein-coding","troponin T2, cardiac type"
"DHRS3",53.832,1.036,0.478,"1.11e-03","2.52e-02","Yes","ENSG00000162496","DHRS3","1p36.21","protein-coding","dehydrogenase/reductase 3"
"MRI1",214.469,1.034,0.351,"2.49e-04","1.05e-02","Yes","ENSG00000037757","MRI1","19p13.13","protein-coding","methylthioribose-1-phosphate isomerase 1"
"ENSG00000299253",32.173,1.034,0.523,"1.26e-03","2.71e-02","Yes","ENSG00000299253",NA,NA,NA,NA
"PDZD7",445.557,1.033,0.439,"8.94e-04","2.23e-02","Yes","ENSG00000186862","PDZD7","10q24.31","protein-coding","PDZ domain containing 7"
"ENSG00000295009",132.887,1.033,0.485,"1.17e-03","2.61e-02","Yes","ENSG00000295009",NA,NA,NA,NA
"SH3D21",962.476,1.032,0.395,"5.63e-04","1.70e-02","Yes","ENSG00000214193","SH3D21","1p34.3","protein-coding","SH3 domain containing 21"
"ELMO3",109.323,1.032,0.502,"1.24e-03","2.69e-02","Yes","ENSG00000102890","ELMO3","16q22.1","protein-coding","engulfment and cell motility 3"
"OPLAH",16.612,1.032,0.608,"1.10e-03"," NA","No","ENSG00000178814","OPLAH","8q24.3","protein-coding","5-oxoprolinase, ATP-hydrolysing"
"CCDC142",206.904,1.028,0.384,"5.05e-04","1.57e-02","Yes","ENSG00000135637","CCDC142","2p13.1","protein-coding","coiled-coil domain containing 142"
"CYP2D6",75.772,1.028,0.465,"1.13e-03","2.55e-02","Yes","ENSG00000100197","CYP2D6","22q13.2","protein-coding","cytochrome P450 family 2 subfamily D member 6"
"LTBP4",849.855,1.028,0.491,"1.25e-03","2.70e-02","Yes","ENSG00000090006","LTBP4","19q13.2","protein-coding","latent transforming growth factor beta binding protein 4"
"MHENCR",165.427,1.028,0.521,"1.32e-03","2.79e-02","Yes","ENSG00000232442","MHENCR","20q13.33","ncRNA","melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489"
"GALNT9",837.171,1.027,0.479,"1.20e-03","2.64e-02","Yes","ENSG00000182870","GALNT9","12q24.33","protein-coding","polypeptide N-acetylgalactosaminyltransferase 9"
"ENSG00000231980",331.67,1.025,0.41,"7.38e-04","1.97e-02","Yes","ENSG00000231980",NA,NA,NA,NA
"ENSG00000229393",64.49,1.025,0.605,"1.16e-03","2.59e-02","Yes","ENSG00000229393",NA,NA,NA,NA
"GNMT",79.05,1.024,0.419,"8.18e-04","2.09e-02","Yes","ENSG00000124713",NA,NA,NA,NA
"MIR1289-2",36.173,1.024,0.509,"1.35e-03","2.84e-02","Yes","ENSG00000221287","MIR1289-2","5q31.1","ncRNA","microRNA 1289-2"
"RAP1GAP",6214.395,1.021,0.459,"1.16e-03","2.59e-02","Yes","ENSG00000076864","RAP1GAP","1p36.12","protein-coding","RAP1 GTPase activating protein"
"FAM50A",969.477,1.021,0.486,"1.31e-03","2.78e-02","Yes","ENSG00000071859","FAM50A","Xq28","protein-coding","family with sequence similarity 50 member A"
"ENSG00000290024",64.122,1.021,0.518,"1.39e-03","2.88e-02","Yes","ENSG00000290024",NA,NA,NA,NA
"ENSG00000200688",15.465,1.021,0.652,"9.39e-04"," NA","No","ENSG00000200688",NA,NA,NA,NA
"GAS8",875.482,1.02,0.388,"5.82e-04","1.74e-02","Yes","ENSG00000141013","GAS8","16q24.3","protein-coding","growth arrest specific 8"
