"gene_symbols"	"SRR10446596"	"SRR10446599"	"SRR10446602"	"SRR10446605"	"SRR10446608"	"SRR10446611"
"ENSG00000111911"	"HINT3"	145	386	383	59	75	95
"ENSG00000275953"	"YAP1P3"	6	2	3	0	1	0
"ENSG00000219941"	"KRT18P50"	1	5	5	9	5	1
"ENSG00000277043"	"EEF1A1P42"	0	0	0	0	0	0
"ENSG00000244158"	"NA"	0	3	1	0	0	0
"ENSG00000217767"	"NDUFAB1P1"	17	18	12	1	10	9
"ENSG00000271608"	"NA"	3	4	8	1	8	2
"ENSG00000227535"	"NA"	5	7	11	0	4	2
"ENSG00000034693"	"PEX3"	178	165	500	164	271	233
"ENSG00000025156"	"HSF2"	136	233	469	118	315	200
"ENSG00000270655"	"NA"	2	11	7	2	3	0
"ENSG00000137251"	"TINAG"	8	10	12	6	7	9
"ENSG00000288054"	"NA"	28	26	36	1	7	12
"ENSG00000259828"	"NA"	14	22	41	0	1	37
"ENSG00000168830"	"HTR1E"	42	92	120	16	56	25
"ENSG00000216613"	"LOC124901409"	9	47	56	8	6	18
"ENSG00000112837"	"TBX18"	0	0	1	0	1	0
"ENSG00000196591"	"HDAC2"	434	738	821	338	492	425
"ENSG00000223786"	"LOC101928516"	0	0	0	0	0	0
"ENSG00000237567"	"NA"	1	0	8	0	1	4
"ENSG00000029363"	"BCLAF1"	1090	1714	2943	481	1075	1435
"ENSG00000214428"	"NA"	1	2	6	2	8	0
"ENSG00000220139"	"NA"	2	0	0	0	0	0
"ENSG00000277797"	"NA"	0	0	4	0	0	0
"ENSG00000226540"	"NA"	4	5	4	0	0	0
"ENSG00000112414"	"ADGRG6"	28	29	31	17	20	6
"ENSG00000232290"	"NA"	4	6	3	2	5	6
"ENSG00000172461"	"FUT9"	1324	3459	4576	170	487	900
"ENSG00000218274"	"NA"	0	0	1	0	0	0
"ENSG00000271498"	"NA"	0	0	0	0	0	0
"ENSG00000188820"	"CALHM6"	2	1	2	3	0	0
"ENSG00000271099"	"NA"	0	0	2	0	0	3
"ENSG00000112175"	"BMP5"	0	1	1	0	0	0
"ENSG00000270484"	"NA"	0	0	1	0	0	0
"ENSG00000219758"	"NA"	0	0	0	0	0	0
"ENSG00000217178"	"NA"	0	0	0	0	0	0
"ENSG00000168143"	"FAM83B"	0	0	1	0	0	0
"ENSG00000123500"	"COL10A1"	44	67	107	45	62	136
"ENSG00000079931"	"MOXD1"	54	126	115	27	45	58
"ENSG00000112249"	"ASCC3"	414	680	1166	304	617	683
"ENSG00000233534"	"LINC02524"	0	3	2	2	0	6
"ENSG00000219619"	"NA"	0	0	0	0	0	0
"ENSG00000198729"	"PPP1R14C"	77	187	92	83	101	97
"ENSG00000217372"	"NA"	0	0	0	0	0	0
"ENSG00000188107"	"EYS"	42	57	164	22	55	96
"ENSG00000217231"	"LOC100131041"	0	0	0	0	0	0
"ENSG00000219463"	"RPSAP42"	0	0	0	0	0	0
"ENSG00000251258"	"RFPL4B"	0	0	0	0	0	0
"ENSG00000277973"	"NA"	0	2	0	0	0	0
"ENSG00000096093"	"EFHC1"	247	447	649	121	274	343
"ENSG00000218261"	"NA"	0	0	1	0	0	0
"ENSG00000146383"	"TAAR6"	0	0	0	0	0	0
"ENSG00000198523"	"PLN"	43	88	178	4	14	67
"ENSG00000219088"	"NA"	5	0	3	1	10	3
"ENSG00000111885"	"MAN1A1"	433	732	413	177	258	122
"ENSG00000218213"	"NA"	0	0	1	0	0	0
"ENSG00000235972"	"NA"	0	2	0	0	0	0
"ENSG00000226207"	"NA"	14	12	16	2	10	16
"ENSG00000217495"	"NA"	25	24	33	13	8	25
"ENSG00000047932"	"GOPC"	179	487	556	90	208	235
"ENSG00000260574"	"NA"	0	0	0	0	0	0
"ENSG00000155111"	"CDK19"	228	428	698	168	250	248
"ENSG00000168216"	"LMBRD1"	444	554	950	241	378	471
"ENSG00000277443"	"MARCKS"	571	1558	547	176	158	128
"ENSG00000172594"	"SMPDL3A"	56	118	135	27	83	94
"ENSG00000218424"	"NDUFS5P1"	22	24	57	2	20	26
"ENSG00000213133"	"NA"	2	8	3	3	10	8
"ENSG00000219298"	"NA"	0	0	0	0	0	0
"ENSG00000173626"	"TRAPPC3L"	2	2	2	0	0	0
"ENSG00000146409"	"SLC18B1"	69	77	383	105	95	122
"ENSG00000261116"	"NA"	0	0	0	0	0	0
"ENSG00000219150"	"NA"	5	6	10	2	17	3
"ENSG00000214457"	"RPL7P29"	17	34	66	10	27	25
"ENSG00000229214"	"LINC00242"	2	8	23	6	6	8
"ENSG00000146072"	"TNFRSF21"	135	291	287	181	135	128
"ENSG00000118514"	"ALDH8A1"	202	163	287	209	289	277
"ENSG00000218048"	"NA"	0	0	0	0	0	0
"ENSG00000111880"	"RNGTT"	283	330	340	262	239	200
"ENSG00000224733"	"NA"	21	25	28	6	12	23
"ENSG00000216853"	"MTCYBP36"	0	0	0	0	0	0
"ENSG00000219747"	"NA"	23	29	18	29	35	11
"ENSG00000213150"	"NA"	5	20	10	19	43	20
"ENSG00000218872"	"RPS12P13"	0	4	2	0	1	0
"ENSG00000231120"	"NA"	0	0	2	0	0	0
"ENSG00000269919"	"NA"	5	3	11	0	0	9
"ENSG00000213117"	"NA"	8	2	10	1	2	0
"ENSG00000218813"	"LOC100422587"	0	0	2	0	1	0
"ENSG00000217044"	"MTCO3P31"	0	0	0	0	0	0
"ENSG00000279960"	"NA"	2	4	17	1	5	0
"ENSG00000232362"	"NA"	1	0	5	1	0	1
"ENSG00000220745"	"NA"	0	0	0	0	0	0
"ENSG00000216316"	"NA"	31	33	15	9	13	2
"ENSG00000146378"	"TAAR2"	0	0	0	0	0	0
"ENSG00000123545"	"NDUFAF4"	89	196	185	15	44	24
"ENSG00000189007"	"ADAT2"	71	92	234	111	123	125
"ENSG00000132429"	"POPDC3"	24	56	53	5	41	20
"ENSG00000262095"	"MTATP6P25"	0	0	0	0	0	0
"ENSG00000218716"	"RPL12P23"	0	1	0	1	0	0
"ENSG00000111817"	"DSE"	84	241	220	42	134	108
"ENSG00000213091"	"NA"	0	0	0	1	0	0
"ENSG00000164494"	"PDSS2"	52	96	83	34	60	67
"ENSG00000215712"	"TMEM242"	89	187	264	38	71	70
"ENSG00000285733"	"NA"	0	2	3	1	4	2
"ENSG00000216642"	"RPL31P27"	9	20	12	4	0	14
"ENSG00000229349"	"NA"	3	0	21	11	9	6
"ENSG00000057663"	"ATG5"	169	317	399	93	207	186
"ENSG00000240056"	"NA"	1	3	9	1	11	8
"ENSG00000283122"	"HYMAI"	19	24	45	8	13	16
"ENSG00000217041"	"NA"	16	11	16	3	4	8
"ENSG00000217169"	"MTHFD2P2"	3	13	24	0	8	9
"ENSG00000112378"	"PERP"	7	9	6	3	0	1
"ENSG00000111962"	"UST"	29	43	49	48	10	38
"ENSG00000213087"	"NA"	0	0	3	0	0	0
"ENSG00000131019"	"ULBP3"	21	45	28	11	14	36
"ENSG00000219087"	"MTND4LP19"	0	0	0	0	0	0
"ENSG00000278206"	"NA"	18	14	39	10	10	23
"ENSG00000224417"	"NA"	0	0	0	0	0	0
"ENSG00000236173"	"NA"	1	3	5	1	4	4
"ENSG00000218173"	"NA"	0	0	4	0	2	3
"ENSG00000228231"	"NA"	0	0	1	0	0	2
"ENSG00000219387"	"NA"	0	0	0	0	0	0
"ENSG00000216480"	"RPL21P69"	1	0	1	0	2	0
"ENSG00000131016"	"AKAP12"	828	2331	1302	471	708	747
"ENSG00000216723"	"NA"	0	2	5	0	1	2
"ENSG00000155918"	"RAET1L"	0	3	4	1	2	0
"ENSG00000112742"	"TTK"	1	2	4	2	2	0
"ENSG00000218896"	"TUBB8P2"	3	5	5	0	5	7
"ENSG00000217085"	"NA"	0	0	0	0	0	0
"ENSG00000260771"	"NA"	0	0	0	0	0	0
"ENSG00000276620"	"NA"	0	3	2	1	3	1
"ENSG00000216990"	"HSPD1P10"	0	3	14	0	4	0
"ENSG00000220340"	"MTCO1P56"	0	0	0	0	0	0
"ENSG00000234675"	"NA"	28	16	30	2	16	32
"ENSG00000112306"	"RPS12"	52	106	245	43	65	23
"ENSG00000164411"	"GJB7"	4	32	77	9	27	53
"ENSG00000235168"	"NA"	0	0	2	0	0	0
"ENSG00000153721"	"CNKSR3"	15	30	92	35	71	79
"ENSG00000118689"	"FOXO3"	235	637	804	183	181	187
"ENSG00000168438"	"CDC40"	807	1370	1583	505	983	1265
"ENSG00000146425"	"DYNLT1"	52	90	185	60	117	44
"ENSG00000217878"	"NA"	0	1	2	3	0	0
"ENSG00000112038"	"OPRM1"	330	737	483	32	163	265
"ENSG00000219722"	"RPL26P20"	2	0	1	0	0	0
"ENSG00000220598"	"SSR1P1"	0	0	0	0	8	0
"ENSG00000288085"	"NA"	4	15	44	12	19	28
"ENSG00000215223"	"NA"	5	4	13	2	10	10
"ENSG00000217824"	"NA"	0	0	3	0	0	0
"ENSG00000280451"	"NA"	0	0	2	0	0	0
"ENSG00000112769"	"LAMA4"	87	142	336	59	122	241
"ENSG00000227945"	"NA"	28	21	26	4	10	22
"ENSG00000217783"	"NA"	0	2	0	0	0	1
"ENSG00000216444"	"RAET1M"	0	1	0	0	0	0
"ENSG00000229600"	"NA"	0	0	2	0	0	0
"ENSG00000111816"	"FRK"	7	18	12	11	17	48
"ENSG00000219867"	"LOC100129847"	0	0	0	0	0	0
"ENSG00000146469"	"VIP"	20	52	19	8	8	2
"ENSG00000213130"	"EEF1DP5"	0	0	3	0	0	0
"ENSG00000220733"	"MTND3P20"	0	0	0	0	0	0
"ENSG00000220557"	"HMGB1P13"	0	5	7	0	4	2
"ENSG00000231368"	"RPSAP40"	0	0	0	0	0	0
"ENSG00000216710"	"NA"	0	1	0	0	0	0
"ENSG00000198719"	"DLL1"	9	12	39	32	16	19
"ENSG00000231143"	"NA"	0	0	0	0	0	0
"ENSG00000186231"	"KLHL32"	182	243	476	225	287	244
"ENSG00000276413"	"NA"	0	0	0	0	0	0
"ENSG00000286553"	"NA"	0	5	1	1	3	3
"ENSG00000217648"	"PARLP2"	25	30	43	12	32	32
"ENSG00000083123"	"BCKDHB"	99	132	215	51	75	98
"ENSG00000275419"	"NA"	0	0	0	0	0	0
"ENSG00000220370"	"NA"	0	1	1	0	0	0
"ENSG00000220730"	"NA"	0	0	1	0	0	0
"ENSG00000112706"	"IMPG1"	21	29	63	2	13	21
"ENSG00000220237"	"RPS24P12"	7	4	7	1	5	5
"ENSG00000218428"	"NA"	10	12	29	1	11	12
"ENSG00000112031"	"MTRF1L"	55	78	152	54	84	91
"ENSG00000213111"	"COX5BP2"	0	0	0	0	0	0
"ENSG00000237449"	"TAAR4P"	0	0	0	0	0	0
"ENSG00000272129"	"NA"	18	20	27	1	16	21
"ENSG00000220725"	"NA"	0	0	0	0	0	0
"ENSG00000227360"	"LOC105378073"	0	1	0	0	0	0
"ENSG00000288071"	"NA"	0	0	0	0	0	0
"ENSG00000220514"	"MTND4LP20"	0	0	0	0	0	0
"ENSG00000146374"	"RSPO3"	42	105	73	14	27	41
"ENSG00000217160"	"MTCO2P31"	0	0	1	0	0	0
"ENSG00000220181"	"MTRES1P1"	0	0	0	0	0	0
"ENSG00000001036"	"FUCA2"	41	57	173	28	40	61
"ENSG00000220110"	"RPL21P64"	0	0	0	0	0	0
"ENSG00000213335"	"CLNS1AP1"	19	1	5	6	1	6
"ENSG00000261003"	"NA"	16	27	162	59	57	72
"ENSG00000119899"	"SLC17A5"	66	164	220	50	105	99
"ENSG00000280148"	"NA"	0	0	0	0	0	0
"ENSG00000236326"	"NA"	0	0	0	0	0	0
"ENSG00000219146"	"RPS4XP8"	0	0	0	0	0	0
"ENSG00000219547"	"RPL17P25"	6	8	23	3	6	11
"ENSG00000216713"	"MTND4P13"	0	0	1	1	0	0
"ENSG00000112290"	"WASF1"	941	2643	2267	962	1097	1204
"ENSG00000218418"	"NA"	39	67	74	18	33	39
"ENSG00000112029"	"FBXO5"	11	7	30	1	9	13
"ENSG00000131013"	"PPIL4"	292	820	1046	209	500	532
"ENSG00000130023"	"ERMARD"	253	283	483	203	378	411
"ENSG00000118491"	"ZC2HC1B"	0	0	1	0	1	3
"ENSG00000055211"	"GINM1"	117	182	566	80	225	163
"ENSG00000203727"	"SAMD5"	97	163	241	84	86	154
"ENSG00000237927"	"NA"	4	3	29	3	8	19
"ENSG00000266896"	"NA"	9	5	16	3	11	16
"ENSG00000008018"	"PSMB1"	134	299	396	116	252	250
"ENSG00000146411"	"SLC2A12"	61	105	105	31	65	57
"ENSG00000231316"	"RPL31P29"	0	0	0	0	0	0
"ENSG00000235998"	"TAAR7P"	0	0	0	0	0	0
"ENSG00000111981"	"ULBP1"	5	6	2	2	4	7
"ENSG00000112320"	"SOBP"	711	1198	1139	554	710	794
"ENSG00000281021"	"NA"	17	37	66	16	34	19
"ENSG00000270890"	"NA"	10	36	24	1	10	15
"ENSG00000184465"	"WDR27"	397	572	926	488	620	580
"ENSG00000205625"	"NA"	0	0	0	1	0	0
"ENSG00000226739"	"NA"	0	0	2	0	2	0
"ENSG00000216347"	"NA"	0	0	0	0	0	0
"ENSG00000233823"	"NA"	3	1	0	0	0	0
"ENSG00000217377"	"AK4P5"	0	0	0	0	0	0
"ENSG00000175048"	"ZDHHC14"	486	1256	1114	846	783	908
"ENSG00000288520"	"NA"	0	0	0	0	0	0
"ENSG00000217482"	"HMGB1P17"	0	0	1	1	1	0
"ENSG00000271234"	"NA"	2	3	3	0	7	6
"ENSG00000242246"	"NA"	0	0	0	0	0	0
"ENSG00000171408"	"PDE7B"	150	264	228	77	48	128
"ENSG00000219188"	"CACYBPP3"	9	9	14	5	4	8
"ENSG00000130338"	"TULP4"	704	1905	1435	676	847	772
"ENSG00000237593"	"RPL17P24"	10	24	19	2	0	11
"ENSG00000213122"	"NA"	3	1	1	1	2	0
"ENSG00000230711"	"CTAGE13P"	0	0	1	0	0	0
"ENSG00000130024"	"PHF10"	194	342	656	107	214	229
"ENSG00000146416"	"AIG1"	428	525	767	320	409	659
"ENSG00000186625"	"KATNA1"	55	101	141	54	122	82
"ENSG00000270983"	"NA"	3	2	2	1	4	3
"ENSG00000074935"	"TUBE1"	287	656	1687	200	482	643
"ENSG00000217330"	"NA"	20	22	27	3	5	12
"ENSG00000135521"	"LTV1"	164	167	225	78	137	191
"ENSG00000219773"	"RPSAP45"	0	0	1	0	0	0
"ENSG00000260645"	"NA"	13	63	65	10	15	36
"ENSG00000135537"	"AFG1L"	82	112	179	53	82	169
"ENSG00000184786"	"DYNLT2"	22	57	70	5	21	13
"ENSG00000118420"	"UBE3D"	127	260	425	59	147	244
"ENSG00000216519"	"NA"	0	9	1	0	3	0
"ENSG00000233330"	"NA"	1	0	2	0	1	5
"ENSG00000257065"	"NA"	1	0	4	0	0	0
"ENSG00000236822"	"NA"	0	0	0	0	0	0
"ENSG00000220069"	"RPL7P27"	4	3	4	4	0	4
"ENSG00000232640"	"NA"	0	0	0	0	0	0
"ENSG00000218089"	"DNAJA1P4"	4	0	3	3	0	3
"ENSG00000218776"	"LOC124901233"	0	0	2	0	0	0
"ENSG00000112208"	"BAG2"	48	168	101	19	28	71
"ENSG00000215807"	"KRT18P65"	0	0	0	0	0	0
"ENSG00000226541"	"RPL36P10"	10	12	13	2	7	4
"ENSG00000216809"	"NA"	22	33	68	29	32	114
"ENSG00000217770"	"FEM1AP3"	0	0	0	2	0	0
"ENSG00000177468"	"OLIG3"	0	0	0	0	0	0
"ENSG00000217811"	"HNRNPDP2"	0	0	0	0	0	0
"ENSG00000112210"	"RAB23"	86	125	112	39	38	51
"ENSG00000217272"	"NA"	4	3	11	1	1	6
"ENSG00000273100"	"NA"	0	0	2	0	0	0
"ENSG00000131023"	"LATS1"	455	675	1162	143	354	532
"ENSG00000219361"	"RPSAP72"	2	5	9	1	6	0
"ENSG00000234768"	"NA"	0	0	0	0	0	0
"ENSG00000091844"	"RGS17"	180	298	679	63	148	223
"ENSG00000230202"	"NA"	10	30	25	8	24	21
"ENSG00000164488"	"DACT2"	0	2	2	2	0	0
"ENSG00000196376"	"SLC35F1"	145	470	654	170	100	190
"ENSG00000218426"	"RPL27AP6"	1	2	5	1	1	0
"ENSG00000260418"	"NA"	13	27	46	21	8	9
"ENSG00000287056"	"NA"	0	0	0	0	0	0
"ENSG00000243439"	"RN7SL352P"	0	0	0	0	0	0
"ENSG00000275859"	"MIR6720"	0	0	0	0	0	0
"ENSG00000265083"	"MIR3691"	6	0	1	4	0	1
"ENSG00000221583"	"RNU6ATAC21P"	0	0	0	0	0	0
"ENSG00000240936"	"RN7SL554P"	0	3	1	1	0	0
"ENSG00000201483"	"NA"	0	0	0	0	0	0
"ENSG00000206960"	"RNU6-793P"	0	0	0	0	0	0
"ENSG00000201367"	"RNU6-522P"	6	14	5	0	7	9
"ENSG00000276019"	"NA"	0	0	0	0	0	0
"ENSG00000201519"	"RNU6-645P"	5	0	4	0	0	2
"ENSG00000207775"	"MIR548A1"	0	0	0	0	0	0
"ENSG00000242989"	"RN7SL332P"	0	0	0	0	0	0
"ENSG00000201415"	"RNA5SP204"	0	0	1	0	0	3
"ENSG00000251830"	"LOC124900220"	3	0	3	0	0	0
"ENSG00000200681"	"RNU6-263P"	0	0	2	0	0	0
"ENSG00000277411"	"NA"	3	2	5	0	9	0
"ENSG00000199715"	"NA"	1	0	5	0	0	0
"ENSG00000207394"	"RNU6-1060P"	0	0	2	0	0	1
"ENSG00000222515"	"NA"	0	0	0	0	0	0
"ENSG00000201523"	"RNA5SP205"	0	0	1	0	0	0
"ENSG00000200957"	"RNU6-801P"	0	6	0	0	0	0
"ENSG00000252046"	"RNU6-150P"	0	0	2	0	0	0
"ENSG00000201442"	"NA"	0	0	0	0	0	0
"ENSG00000212240"	"RNU6-930P"	3	0	4	0	0	0
"ENSG00000239953"	"RN7SL273P"	0	0	0	0	0	0
"ENSG00000252990"	"RNU1-54P"	0	0	0	0	0	0
"ENSG00000212468"	"RNU6-754P"	0	0	3	0	0	0
"ENSG00000212532"	"LOC124900230"	0	0	1	1	0	0
"ENSG00000264056"	"MIR5685"	0	2	2	3	0	0
"ENSG00000252457"	"RNU7-65P"	0	0	0	0	0	0
"ENSG00000206908"	"RNU1-136P"	0	0	3	3	3	0
"ENSG00000240641"	"RN7SL580P"	0	0	0	0	0	0
"ENSG00000251965"	"RNA5SP208"	0	0	1	0	0	0
"ENSG00000212229"	"LOC124900229"	2	0	2	0	0	0
"ENSG00000251946"	"RNU6-1023P"	0	0	0	0	0	0
"ENSG00000238949"	"RNU7-66P"	0	0	0	0	0	0
"ENSG00000238697"	"RNU6-261P"	0	0	0	0	0	0
"ENSG00000212017"	"MIR548U"	0	3	2	1	6	2
"ENSG00000272445"	"RNU6-84P"	0	0	0	0	0	0
"ENSG00000206886"	"LOC124900219"	0	0	0	0	0	0
"ENSG00000206672"	"NA"	0	0	0	0	0	0
"ENSG00000252156"	"RNU6-155P"	1	1	3	0	0	0
"ENSG00000252137"	"RNU6-1338P"	0	0	2	0	0	0
"ENSG00000223169"	"RNA5SP209"	2	3	4	0	1	2
"ENSG00000201015"	"RNU6-280P"	0	0	0	0	0	0
"ENSG00000223044"	"RNU6-130P"	6	31	37	2	4	5
"ENSG00000253010"	"RN7SKP256"	0	0	0	0	0	0
"ENSG00000212336"	"RNA5SP210"	0	0	3	0	0	0
"ENSG00000252249"	"NA"	0	0	0	0	0	0
"ENSG00000222652"	"RNU6-248P"	0	0	0	0	0	0
"ENSG00000243124"	"RN7SL643P"	2	10	5	0	6	5
"ENSG00000240961"	"RN7SL415P"	0	0	1	0	0	0
"ENSG00000263734"	"MIR4643"	0	0	0	0	0	0
"ENSG00000265226"	"MIR548AI"	0	0	0	0	0	0
"ENSG00000202283"	"LOC124900225"	0	0	1	0	0	4
"ENSG00000263479"	"RN7SL509P"	0	0	0	0	0	0
"ENSG00000199303"	"NA"	0	0	0	0	0	0
"ENSG00000202069"	"RNU4-66P"	0	0	0	0	0	0
"ENSG00000200492"	"LOC124901505"	1	0	4	1	0	0
"ENSG00000242560"	"RN7SL797P"	0	0	0	0	0	1
"ENSG00000221455"	"LOC124901507"	0	0	0	0	0	0
"ENSG00000238386"	"RNU7-48P"	1	6	3	0	0	0
"ENSG00000252125"	"RNU6-1299P"	0	0	0	0	0	0
"ENSG00000238367"	"MIR2113"	0	0	0	0	0	0
"ENSG00000212147"	"RNU6-1106P"	0	0	0	0	0	0
"ENSG00000266760"	"MIR4464"	3	0	0	0	0	0
"ENSG00000273744"	"NA"	3	3	2	0	0	0
"ENSG00000244710"	"RN7SL47P"	2	5	8	0	1	0
"ENSG00000252444"	"RNU6-344P"	7	5	2	0	0	0
"ENSG00000200522"	"RNU6-957P"	4	1	4	0	2	1
"ENSG00000201386"	"RNU6-1163P"	0	0	0	0	0	0
"ENSG00000206857"	"RNU6-214P"	0	1	2	0	2	0
"ENSG00000252498"	"RNU6-1016P"	65	112	217	5	41	116
"ENSG00000200040"	"NA"	0	1	0	0	0	0
"ENSG00000251814"	"RN7SKP18"	0	0	0	0	0	1
"ENSG00000252944"	"RNU6-897P"	0	0	5	0	0	0
"ENSG00000200091"	"NA"	19	25	45	11	52	41
"ENSG00000200310"	"RNA5SP215"	1	0	6	0	0	0
"ENSG00000207044"	"RNU6-1226P"	6	5	3	0	0	2
"ENSG00000222713"	"RN7SKP51"	0	0	0	0	0	0
"ENSG00000222445"	"RN7SKP56"	5	9	14	1	6	5
"ENSG00000207461"	"RNU6-253P"	0	0	20	7	2	1
"ENSG00000207632"	"MIR588"	0	1	1	2	5	0
"ENSG00000201613"	"RNU6-200P"	0	0	1	1	0	0
"ENSG00000201379"	"RNU4-76P"	0	0	8	2	1	0
"ENSG00000202438"	"NA"	0	0	0	0	0	0
"ENSG00000265725"	"MIR3144"	7	0	2	0	2	2
"ENSG00000251920"	"RNA5SP216"	0	0	0	0	0	0
"ENSG00000251882"	"RNU6-475P"	0	3	3	0	0	0
"ENSG00000199932"	"RNU1-18P"	0	1	2	2	1	0
"ENSG00000206754"	"SNORD101"	5	14	23	12	33	23
"ENSG00000283409"	"MIR3662"	2	0	1	1	0	0
"ENSG00000222649"	"NA"	4	1	9	1	3	18
"ENSG00000207345"	"RNU6-1222P"	0	1	4	0	0	0
"ENSG00000221500"	"SNORD100"	6	17	419	178	45	9
"ENSG00000207982"	"MIR548B"	0	0	2	0	0	1
"ENSG00000200732"	"RNU6-194P"	1	7	2	0	3	0
"ENSG00000200534"	"SNORA33"	14	19	150	115	23	12
"ENSG00000206982"	"NA"	0	0	0	0	0	0
"ENSG00000238789"	"RNU7-152P"	0	0	0	0	0	0
"ENSG00000200198"	"NA"	0	2	1	0	0	0
"ENSG00000199246"	"RNU6-896P"	0	0	0	0	0	0
"ENSG00000222806"	"RNA5SP225"	0	22	397	47	5	7
"ENSG00000222659"	"RNU2-8P"	0	0	0	0	0	0
"ENSG00000201628"	"NA"	0	3	50	6	5	2
"ENSG00000238616"	"RNU6-300P"	1	0	2	0	0	0
"ENSG00000201939"	"RNA5SP224"	0	0	2	0	0	0
"ENSG00000222764"	"RN7SKP106"	0	9	10	11	31	19
"ENSG00000238594"	"LOC124901527"	3	0	5	1	6	5
"ENSG00000221456"	"MIR1202"	0	2	0	0	0	0
"ENSG00000240606"	"RN7SL564P"	0	0	5	1	0	0
"ENSG00000266245"	"MIR4644"	5	4	6	7	10	9
"ENSG00000212295"	"SNORD28B"	2	0	1	0	0	0
"ENSG00000276680"	"NA"	0	0	0	0	0	0
"ENSG00000223203"	"RNA5SP221"	0	0	9	4	0	0
"ENSG00000202343"	"LOC124901526"	0	2	5	0	2	0
"ENSG00000207292"	"NA"	4	4	7	1	0	3
"ENSG00000220871"	"NA"	0	1	5	0	3	3
"ENSG00000217653"	"NA"	7	14	21	33	32	13
"ENSG00000199630"	"NA"	3	2	8	3	1	0
"ENSG00000218300"	"NA"	0	5	2	0	0	0
"ENSG00000219240"	"LOC644269"	0	0	0	0	0	0
"ENSG00000135355"	"GJA10"	0	0	2	0	0	0
"ENSG00000252891"	"NA"	0	0	2	0	4	0
"ENSG00000226455"	"NA"	4	5	3	1	0	9
"ENSG00000222078"	"RN7SKP110"	22	4	4	3	10	19
"ENSG00000118412"	"CASP8AP2"	338	799	1100	182	413	520
"ENSG00000285598"	"NA"	2	0	1	0	0	0
"ENSG00000201119"	"RNU1-33P"	2	1	0	0	0	4
"ENSG00000217612"	"NA"	6	5	12	8	8	29
"ENSG00000270638"	"NA"	8	2	17	4	7	4
"ENSG00000288056"	"NA"	11	11	39	11	15	27
"ENSG00000280184"	"NA"	17	16	101	30	53	30
"ENSG00000118496"	"FBXO30"	120	225	450	40	127	166
"ENSG00000028839"	"TBPL1"	56	128	187	39	61	55
"ENSG00000118526"	"TCF21"	0	5	1	0	1	4
"ENSG00000174156"	"GSTA3"	0	0	0	0	0	0
"ENSG00000288014"	"NA"	0	2	1	0	1	1
"ENSG00000170899"	"GSTA4"	298	488	814	154	387	352
"ENSG00000202198"	"RN7SK"	0	0	0	0	0	0
"ENSG00000283293"	"RN7SK"	0	0	0	0	0	0
"ENSG00000242865"	"RN7SL244P"	0	0	0	0	0	0
"ENSG00000261745"	"NA"	0	0	0	0	0	0
"ENSG00000137270"	"GCM1"	0	0	3	1	0	0
"ENSG00000253026"	"RNU6-464P"	0	0	0	0	0	0
"ENSG00000219074"	"SOD1P1"	0	0	0	0	0	0
"ENSG00000217539"	"NA"	6	4	2	0	0	0
"ENSG00000199851"	"LOC124901506"	0	0	0	0	0	0
"ENSG00000217315"	"OR2W2P"	5	12	12	0	2	26
"ENSG00000187763"	"OR2B7P"	1	7	8	1	1	5
"ENSG00000182477"	"OR2B8P"	12	7	7	0	0	13
"ENSG00000168126"	"OR2W6P"	0	0	1	0	0	0
"ENSG00000124657"	"OR2B6"	1	2	0	1	0	0
"ENSG00000214374"	"RPLP2P1"	0	0	0	0	0	0
"ENSG00000216629"	"OR2W4P"	5	2	0	0	1	2
"ENSG00000218226"	"NA"	16	13	8	26	14	15
"ENSG00000278571"	"MIR7161"	0	0	0	0	0	0
"ENSG00000285730"	"NA"	10	16	44	6	21	48
"ENSG00000265828"	"MIR3939"	4	9	6	8	9	2
"ENSG00000284825"	"NA"	3	4	11	7	14	12
"ENSG00000216966"	"NA"	0	0	0	0	0	0
"ENSG00000112494"	"UNC93A"	0	0	0	0	0	0
"ENSG00000120440"	"TTLL2"	13	3	5	8	11	7
"ENSG00000217447"	"NA"	2	2	1	1	0	1
"ENSG00000219607"	"PPP1R3G"	9	28	25	23	11	16
"ENSG00000111913"	"RIPOR2"	302	622	655	440	570	312
"ENSG00000164465"	"DCBLD1"	92	205	206	107	162	179
"ENSG00000118482"	"PHF3"	1676	3144	5133	773	1975	2417
"ENSG00000146242"	"TPBG"	24	83	87	50	33	33
"ENSG00000189241"	"TSPYL1"	648	2328	2115	177	130	257
"ENSG00000112246"	"SIM1"	0	1	1	0	0	0
"ENSG00000124789"	"NUP153"	362	595	1049	243	432	516
"ENSG00000120436"	"GPR31"	2	1	4	3	0	4
"ENSG00000145982"	"FARS2"	167	304	342	266	271	299
"ENSG00000112238"	"PRDM13"	0	0	0	0	0	0
"ENSG00000047579"	"DTNBP1"	96	201	181	82	105	93
"ENSG00000008197"	"TFAP2D"	0	4	0	0	0	1
"ENSG00000137393"	"RNF144B"	19	29	22	12	3	5
"ENSG00000168994"	"PXDC1"	3	6	28	3	18	0
"ENSG00000009765"	"IYD"	2	1	4	1	3	1
"ENSG00000287268"	"NA"	7	21	57	11	16	12
"ENSG00000004809"	"SLC22A16"	1	2	6	1	0	0
"ENSG00000241162"	"NA"	0	4	1	1	1	0
"ENSG00000203797"	"DDO"	0	0	7	0	0	0
